"date","province","ccaa","new_cases","PCR","TestAc","activos","hospitalized","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","source_name","source","comments"
"2020-03-23","Huesca","Aragón","","","","37","","","1","37","","0","RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.","Hay 11 casos más en la comunidad que no son residentes en Aragón y el Gobierno autonómico no ha informado del lugar de uno de los fallecimientos."
"2020-03-23","Teruel","Aragón","","","","45","","","2","47","","0","RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.","Hay 11 casos más en la comunidad que no son residentes en Aragón y el Gobierno autonómico no ha informado del lugar de uno de los fallecimientos."
"2020-03-23","Zaragoza","Aragón","","","","315","","","14","329","","0","RTVE","Flourish de RTVE: https://public.flourish.studio/visualisation/1451263 Actualización: 21h.","Hay 11 casos más en la comunidad que no son residentes en Aragón y el Gobierno autonómico no ha informado del lugar de uno de los fallecimientos."
"2020-03-25","Huesca","Aragón","","","","89","56","5","4","95","","2","Gobierno de Aragón","Aragon Hoy de Gobierno de Aragon http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1379/id.257948",""
"2020-03-25","Teruel","Aragón","","","","83","45","8","5","90","","2","Gobierno de Aragón","Aragon Hoy de Gobierno de Aragon http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1379/id.257949",""
"2020-03-25","Zaragoza","Aragón","","","","666","358","62","31","722","","25","Gobierno de Aragón","Aragon Hoy de Gobierno de Aragon http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1379/id.257947",""
"2020-03-26","Huesca","Aragón","","","","109","55","8","4","119","","6","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1379/id.258001",""
"2020-03-26","Teruel","Aragón","","","","104","65","9","5","115","","6","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1379/id.258002",""
"2020-03-26","Zaragoza","Aragón","","","","801","442","76","39","882","","42","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1379/id.258000",""
"2020-03-27","Huesca","Aragón","","","","136","71","11","4","150","","10","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258060",""
"2020-03-27","Teruel","Aragón","","","","129","79","13","5","143","","9","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258061",""
"2020-03-27","Zaragoza","Aragón","","","","928","543","90","49","1045","","68","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258059",""
"2020-03-28","Huesca","Aragón","","","","151","92","11","9","174","","14","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258115",""
"2020-03-28","Teruel","Aragón","","","","159","101","15","10","179","","10","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258115",""
"2020-03-28","Zaragoza","Aragón","","","","1071","642","98","72","1239","","96","Gobierno de Aragón","http://aragonhoy.aragon.es/index.php/mod.noticias/mem.detalle/area.1050/id.258115","es una correccion importante que ademas afecta a datos anteriores en la mortalidad"
"2020-03-29","Huesca","Aragón","","","","176","103","13","11","201","","14","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/id.258137","¹El Gobierno de Aragón ha informado del fallecimiento de otras dos personas cuyo origen es desconocido, por lo que el total en la comunidad asciende a 104."
"2020-03-29","Teruel","Aragón","","","","186","112","19","12","208","","10","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258137","¹El Gobierno de Aragón ha informado del fallecimiento de otras dos personas cuyo origen es desconocido, por lo que el total en la comunidad asciende a 104."
"2020-03-29","Zaragoza","Aragón","","","","1269","720","121","79","1449","","101","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/id.258137","¹El Gobierno de Aragón ha informado del fallecimiento de otras dos personas cuyo origen es desconocido, por lo que el total en la comunidad asciende a 104."
"2020-03-30","Huesca","Aragón","","","","185","120","13","11","215","","19","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/id.258161","¹El Gobierno de Aragón ha informado del fallecimiento de otras dos personas cuyo origen es desconocido, por lo que el total en la comunidad asciende a 106."
"2020-03-30","Teruel","Aragón","","","","196","131","20","12","222","","14","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/id.258161","¹El Gobierno de Aragón ha informado del fallecimiento de otras dos personas cuyo origen es desconocido, por lo que el total en la comunidad asciende a 106."
"2020-03-30","Zaragoza","Aragón","","","","1419","843","123","81","1641","","141","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/id.258161","¹El Gobierno de Aragón ha informado del fallecimiento de otras dos personas cuyo origen es desconocido, por lo que el total en la comunidad asciende a 106."
"2020-03-31","Huesca","Aragón","","","","207","129","13","14","244","","23","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1020/id.258203",""
"2020-03-31","Teruel","Aragón","","","","205","141","22","15","236","","16","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1020/id.258203",""
"2020-03-31","Zaragoza","Aragón","","","","1520","906","130","107","1792","","165","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1020/id.258203",""
"2020-04-01","Huesca","Aragón","","","","273","136","14","16","317","","28","RTVE","https://public.flourish.studio/visualisation/1451263/","¹El Gobierno de Aragón ha informado del fallecimiento de otras dos personas cuyo origen es desconocido, por lo que el total en la comunidad asciende a 169."
"2020-04-01","Teruel","Aragón","","","","230","148","22","21","272","","21","RTVE","https://public.flourish.studio/visualisation/1451263/","¹El Gobierno de Aragón ha informado del fallecimiento de otras dos personas cuyo origen es desconocido, por lo que el total en la comunidad asciende a 169."
"2020-04-01","Zaragoza","Aragón","","","","1564","950","132","130","1902","","208","RTVE","https://public.flourish.studio/visualisation/1451263/","¹El Gobierno de Aragón ha informado del fallecimiento de otras dos personas cuyo origen es desconocido, por lo que el total en la comunidad asciende a 169."
"2020-04-02","Huesca","Aragón","","","","296","146","20","18","349","","35","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258306",""
"2020-04-02","Teruel","Aragón","","","","232","166","21","25","283","","26","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258306",""
"2020-04-02","Zaragoza","Aragón","","","","1654","1008","137","155","2068","","259","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258306",""
"2020-04-03","Huesca","Aragón","","","","301","175","21","24","368","","43","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1036/id.258374",""
"2020-04-03","Teruel","Aragón","","","","256","167","21","25","319","","38","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1036/id.258374",""
"2020-04-03","Zaragoza","Aragón","","","","1742","1089","138","173","2212","","297","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1036/id.258374",""
"2020-04-04","Huesca","Aragón","","","","319","175","22","30","393","","44","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/id.258405","hospit y uci en http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1036/id.258405"
"2020-04-04","Teruel","Aragón","","","","251","170","22","27","343","","65","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/id.258405","hospit y uci en http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1036/id.258406"
"2020-04-04","Zaragoza","Aragón","","","","1819","1160","146","192","2342","","331","Gobierno de Aragón","http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/id.258405","hospit y uci en http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1036/id.258407"
"2020-04-05","Huesca","Aragón","","","","310","176","26","33","396","","53","Gobierno de Aragón;RTVE","https://app.flourish.studio/visualisation/1451263/ (5-abr 22:00) y http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258447","¹El Gobierno de Aragón ha informado del fallecimiento de otras dos personas cuyo origen es desconocido, por lo que el total en la comunidad asciende a 224."
"2020-04-05","Teruel","Aragón","","","","251","180","27","29","371","","91","Gobierno de Aragón;RTVE","https://app.flourish.studio/visualisation/1451263/ (5-abr 22:00) y http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258447","¹El Gobierno de Aragón ha informado del fallecimiento de otras dos personas cuyo origen es desconocido, por lo que el total en la comunidad asciende a 224."
"2020-04-05","Zaragoza","Aragón","","","","1816","1217","178","206","2409","","387","Gobierno de Aragón;RTVE","https://app.flourish.studio/visualisation/1451263/ (5-abr 22:00) y http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258447","¹El Gobierno de Aragón ha informado del fallecimiento de otras dos personas cuyo origen es desconocido, por lo que el total en la comunidad asciende a 224."
"2020-04-06","Huesca","Aragón","","","","323","184","26","37","417","","57","Gobierno de Aragón;RTVE","https://app.flourish.studio/visualisation/1451263/ (6-abr 23:00) y http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1020/id.258484","¹El Gobierno de Aragón ha informado de 30 casos que residen en otra provincia española o en los que no consta y en consecuencia están en investigación para determinar su lugar de residencia. También del fallecimiento de otra persona cuyo origen es desconocido, por lo que el total en la comunidad asciende a 284."
"2020-04-06","Teruel","Aragón","","","","258","185","27","29","380","","93","Gobierno de Aragón;RTVE","https://app.flourish.studio/visualisation/1451263/ (6-abr 23:00) y http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1020/id.258484","¹El Gobierno de Aragón ha informado de 30 casos que residen en otra provincia española o en los que no consta y en consecuencia están en investigación para determinar su lugar de residencia. También del fallecimiento de otra persona cuyo origen es desconocido, por lo que el total en la comunidad asciende a 284."
"2020-04-06","Zaragoza","Aragón","","","","1895","1258","183","217","2520","","408","Gobierno de Aragón;RTVE","https://app.flourish.studio/visualisation/1451263/ (6-abr 23:00) y http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1020/id.258484","¹El Gobierno de Aragón ha informado de 30 casos que residen en otra provincia española o en los que no consta y en consecuencia están en investigación para determinar su lugar de residencia. También del fallecimiento de otra persona cuyo origen es desconocido, por lo que el total en la comunidad asciende a 284."
"2020-04-07","Huesca","Aragón","","","","315","185","27","42","419","","62","Gobierno de Aragón;RTVE","Flourish de RTVE (act. 23:30): https://app.flourish.studio/visualisation/1845449/;http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258578","¹El Gobierno de Aragón ha informado de 35 casos que residen en otra provincia española o en los que no consta y en consecuencia están en investigación para determinar su lugar de residencia. También del fallecimiento de otra persona cuyo origen es desconocido, por lo que el total en la comunidad asciende a 312."
"2020-04-07","Teruel","Aragón","","","","271","187","27","32","396","","93","Gobierno de Aragón;RTVE","Flourish de RTVE (act. 23:30): https://app.flourish.studio/visualisation/1845449/;http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258578","¹El Gobierno de Aragón ha informado de 35 casos que residen en otra provincia española o en los que no consta y en consecuencia están en investigación para determinar su lugar de residencia. También del fallecimiento de otra persona cuyo origen es desconocido, por lo que el total en la comunidad asciende a 312."
"2020-04-07","Zaragoza","Aragón","","","","1946","1280","192","237","2599","","416","Gobierno de Aragón;RTVE","Flourish de RTVE (act. 23:30): https://app.flourish.studio/visualisation/1845449/;http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258578","¹El Gobierno de Aragón ha informado de 35 casos que residen en otra provincia española o en los que no consta y en consecuencia están en investigación para determinar su lugar de residencia. También del fallecimiento de otra persona cuyo origen es desconocido, por lo que el total en la comunidad asciende a 312."
"2020-04-08","Huesca","Aragón","","","","309","190","28","51","428","","68","Gobierno de Aragón;RTVE","Flourish de RTVE (act. 23:30): https://app.flourish.studio/visualisation/1845449/;http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258578","¹El Gobierno de Aragón ha informado de 36 casos que residen en otra provincia española o en los que no consta y en consecuencia están en investigación para determinar su lugar de residencia. También del fallecimiento de otra persona cuyo origen es desconocido, por lo que el total en la comunidad asciende a 349."
"2020-04-08","Teruel","Aragón","","","","273","191","29","34","406","","99","Gobierno de Aragón;RTVE","Flourish de RTVE (act. 23:30): https://app.flourish.studio/visualisation/1845449/;http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258578","¹El Gobierno de Aragón ha informado de 36 casos que residen en otra provincia española o en los que no consta y en consecuencia están en investigación para determinar su lugar de residencia. También del fallecimiento de otra persona cuyo origen es desconocido, por lo que el total en la comunidad asciende a 349."
"2020-04-08","Zaragoza","Aragón","","","","1932","1324","197","263","2679","","484","Gobierno de Aragón;RTVE","Flourish de RTVE (act. 23:30): https://app.flourish.studio/visualisation/1845449/;http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258578","¹El Gobierno de Aragón ha informado de 36 casos que residen en otra provincia española o en los que no consta y en consecuencia están en investigación para determinar su lugar de residencia. También del fallecimiento de otra persona cuyo origen es desconocido, por lo que el total en la comunidad asciende a 349."
"2020-04-09","Huesca","Aragón","","","","312","193","28","58","444","","74","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258635","¹El Gobierno de Aragón ha informado de 37 en investigación, por lo que el total de casos asciende a 3.685. También hay 718 dadas de alta en toda la comunidad, nueve de ellas correspondientes a los casos en investigación. Además, los fallecidos en Aragón suman 385, uno de ellos en investigación."
"2020-04-09","Teruel","Aragón","","","","276","193","30","39","416","","101","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258635","¹El Gobierno de Aragón ha informado de 37 en investigación, por lo que el total de casos asciende a 3.685. También hay 718 dadas de alta en toda la comunidad, nueve de ellas correspondientes a los casos en investigación. Además, los fallecidos en Aragón suman 385, uno de ellos en investigación."
"2020-04-09","Zaragoza","Aragón","","","","1967","1368","202","287","2788","","534","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258635","¹El Gobierno de Aragón ha informado de 37 en investigación, por lo que el total de casos asciende a 3.685. También hay 718 dadas de alta en toda la comunidad, nueve de ellas correspondientes a los casos en investigación. Además, los fallecidos en Aragón suman 385, uno de ellos en investigación."
"2020-04-10","Huesca","Aragón","","","","331","201","28","64","478","","83","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258643","¹El Gobierno de Aragón ha informado de 41 en investigación, por lo que el total de casos asciende a 3.831. También hay 797 dadas de alta en toda la comunidad, diez de ellas correspondientes a los casos en investigación. Además, los fallecidos en Aragón suman 409, uno de ellos en investigación."
"2020-04-10","Teruel","Aragón","","","","275","197","30","41","423","","107","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258643","¹El Gobierno de Aragón ha informado de 41 en investigación, por lo que el total de casos asciende a 3.831. También hay 797 dadas de alta en toda la comunidad, diez de ellas correspondientes a los casos en investigación. Además, los fallecidos en Aragón suman 409, uno de ellos en investigación."
"2020-04-10","Zaragoza","Aragón","","","","1989","1412","204","303","2889","","597","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258643","¹El Gobierno de Aragón ha informado de 41 en investigación, por lo que el total de casos asciende a 3.831. También hay 797 dadas de alta en toda la comunidad, diez de ellas correspondientes a los casos en investigación. Además, los fallecidos en Aragón suman 409, uno de ellos en investigación."
"2020-04-11","Huesca","Aragón","","","","328","203","29","66","491","","97","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258694","¹El Gobierno de Aragón ha informado de 43 en investigación, por lo que el total de casos asciende a 3.969. También hay 888 dadas de alta en toda la comunidad, diez de ellas correspondientes a los casos en investigación. Además, los fallecidos en Aragón suman 425, uno de ellos en investigación."
"2020-04-11","Teruel","Aragón","","","","303","202","31","43","459","","113","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258694","¹El Gobierno de Aragón ha informado de 43 en investigación, por lo que el total de casos asciende a 3.969. También hay 888 dadas de alta en toda la comunidad, diez de ellas correspondientes a los casos en investigación. Además, los fallecidos en Aragón suman 425, uno de ellos en investigación."
"2020-04-11","Zaragoza","Aragón","","","","1993","1443","205","315","2976","","668","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258694","¹El Gobierno de Aragón ha informado de 43 en investigación, por lo que el total de casos asciende a 3.969. También hay 888 dadas de alta en toda la comunidad, diez de ellas correspondientes a los casos en investigación. Además, los fallecidos en Aragón suman 425, uno de ellos en investigación."
"2020-04-12","Huesca","Aragón","","","","332","205","29","67","502","","103","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258729","¹El Gobierno de Aragón ha informado de 47 en investigación, por lo que el total de casos asciende a 4.070. También hay 934 dadas de alta en toda la comunidad, diez de ellas correspondientes a los casos en investigación. Además, los fallecidos en Aragón suman 450, uno de ellos en investigación."
"2020-04-12","Teruel","Aragón","","","","301","203","32","48","464","","115","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258729","¹El Gobierno de Aragón ha informado de 47 en investigación, por lo que el total de casos asciende a 4.070. También hay 934 dadas de alta en toda la comunidad, diez de ellas correspondientes a los casos en investigación. Además, los fallecidos en Aragón suman 450, uno de ellos en investigación."
"2020-04-12","Zaragoza","Aragón","","","","2017","1481","210","334","3057","","706","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258729","¹El Gobierno de Aragón ha informado de 47 en investigación, por lo que el total de casos asciende a 4.070. También hay 934 dadas de alta en toda la comunidad, diez de ellas correspondientes a los casos en investigación. Además, los fallecidos en Aragón suman 450, uno de ellos en investigación."
"2020-04-13","Huesca","Aragón","","","","331","208","30","68","505","","106","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258743","¹El Gobierno de Aragón ha informado de 49 en investigación, por lo que el total de casos asciende a 4.187. También hay 946 dadas de alta en toda la comunidad, diez de ellas correspondientes a los casos en investigación. Además, los fallecidos en Aragón suman 464, uno de ellos en investigación."
"2020-04-13","Teruel","Aragón","","","","333","204","32","50","496","","113","Gobierno de Aragón","http://aragonhoy.net/index.php/mod.noticias/mem.detalle/area.1050/id.258743","¹El Gobierno de Aragón ha informado de 49 en investigación, por lo que el total de casos asciende a 4.187. También hay 946 dadas de alta en toda la comunidad, diez de ellas correspondientes a los casos en investigación. Además, los fallecidos en Aragón suman 464, uno de ellos en investigación."
