provincia_iso,fecha,num_casos
CE,2020-01-04,0
CO,2020-01-04,0
CR,2020-01-04,0
CS,2020-01-04,0
CU,2020-01-04,0
GC,2020-01-04,0
GI,2020-01-04,0
GR,2020-01-04,0
GU,2020-01-04,0
H,2020-01-04,0
HU,2020-01-04,0
J,2020-01-04,0
L,2020-01-04,0
LE,2020-01-04,0
LO,2020-01-04,0
LU,2020-01-04,0
M,2020-01-04,0
MA,2020-01-04,0
ME,2020-01-04,0
MU,2020-01-04,0
NA,2020-01-04,0
O,2020-01-04,0
OR,2020-01-04,0
P,2020-01-04,0
PM,2020-01-04,0
PO,2020-01-04,0
S,2020-01-04,0
SA,2020-01-04,0
SE,2020-01-04,0
SG,2020-01-04,0
SO,2020-01-04,0
SS,2020-01-04,0
T,2020-01-04,0
TE,2020-01-04,0
TF,2020-01-04,0
TO,2020-01-04,0
V,2020-01-04,0
VA,2020-01-04,0
VI,2020-01-04,0
Z,2020-01-04,0
ZA,2020-01-04,0
A,2020-01-05,0
AB,2020-01-05,0
AL,2020-01-05,0
AV,2020-01-05,0
B,2020-01-05,0
BA,2020-01-05,0
BI,2020-01-05,0
BU,2020-01-05,0
C,2020-01-05,0
CA,2020-01-05,0
CC,2020-01-05,0
CE,2020-01-05,0
CO,2020-01-05,0
CR,2020-01-05,0
CS,2020-01-05,0
CU,2020-01-05,0
GC,2020-01-05,0
GI,2020-01-05,0
GR,2020-01-05,0
GU,2020-01-05,0
H,2020-01-05,0
HU,2020-01-05,0
J,2020-01-05,0
L,2020-01-05,0
LE,2020-01-05,0
LO,2020-01-05,0
LU,2020-01-05,0
M,2020-01-05,0
MA,2020-01-05,0
ME,2020-01-05,0
MU,2020-01-05,0
NA,2020-01-05,0
O,2020-01-05,0
OR,2020-01-05,0
P,2020-01-05,0
PM,2020-01-05,0
PO,2020-01-05,0
S,2020-01-05,0
SA,2020-01-05,0
SE,2020-01-05,0
SG,2020-01-05,0
SO,2020-01-05,0
SS,2020-01-05,0
T,2020-01-05,0
TE,2020-01-05,0
TF,2020-01-05,0
TO,2020-01-05,0
V,2020-01-05,0
VA,2020-01-05,0
VI,2020-01-05,0
Z,2020-01-05,0
ZA,2020-01-05,0
A,2020-01-06,0
AB,2020-01-06,0
AL,2020-01-06,0
AV,2020-01-06,0
B,2020-01-06,0
BA,2020-01-06,0
BI,2020-01-06,0
BU,2020-01-06,0
C,2020-01-06,0
CA,2020-01-06,0
CC,2020-01-06,0
CE,2020-01-06,0
CO,2020-01-06,0
CR,2020-01-06,0
CS,2020-01-06,0
CU,2020-01-06,0
GC,2020-01-06,0
GI,2020-01-06,0
GR,2020-01-06,0
GU,2020-01-06,0
H,2020-01-06,0
HU,2020-01-06,0
J,2020-01-06,0
L,2020-01-06,0
LE,2020-01-06,0
LO,2020-01-06,0
LU,2020-01-06,0
M,2020-01-06,0
MA,2020-01-06,0
ME,2020-01-06,0
MU,2020-01-06,0
NA,2020-01-06,0
O,2020-01-06,0
OR,2020-01-06,0
P,2020-01-06,0
PM,2020-01-06,0
PO,2020-01-06,0
S,2020-01-06,0
SA,2020-01-06,0
SE,2020-01-06,0
SG,2020-01-06,0
SO,2020-01-06,0
SS,2020-01-06,0
T,2020-01-06,0
TE,2020-01-06,0
TF,2020-01-06,0
TO,2020-01-06,0
V,2020-01-06,0
VA,2020-01-06,0
VI,2020-01-06,0
Z,2020-01-06,0
ZA,2020-01-06,0
A,2020-01-07,0
AB,2020-01-07,0
AL,2020-01-07,0
AV,2020-01-07,0
B,2020-01-07,0
BA,2020-01-07,0
BI,2020-01-07,0
BU,2020-01-07,0
C,2020-01-07,0
CA,2020-01-07,0
CC,2020-01-07,0
CE,2020-01-07,0
CO,2020-01-07,0
CR,2020-01-07,0
CS,2020-01-07,0
CU,2020-01-07,0
GC,2020-01-07,0
GI,2020-01-07,0
GR,2020-01-07,0
GU,2020-01-07,0
H,2020-01-07,0
HU,2020-01-07,0
J,2020-01-07,0
L,2020-01-07,0
LE,2020-01-07,0
LO,2020-01-07,0
LU,2020-01-07,0
M,2020-01-07,0
MA,2020-01-07,0
ME,2020-01-07,0
MU,2020-01-07,0
NA,2020-01-07,0
O,2020-01-07,0
OR,2020-01-07,0
P,2020-01-07,0
PM,2020-01-07,0
PO,2020-01-07,0
S,2020-01-07,0
SA,2020-01-07,0
SE,2020-01-07,0
SG,2020-01-07,0
SO,2020-01-07,0
SS,2020-01-07,0
T,2020-01-07,0
TE,2020-01-07,0
TF,2020-01-07,0
TO,2020-01-07,0
V,2020-01-07,0
VA,2020-01-07,0
VI,2020-01-07,0
Z,2020-01-07,0
ZA,2020-01-07,0
A,2020-01-08,0
AB,2020-01-08,0
AL,2020-01-08,0
AV,2020-01-08,0
B,2020-01-08,0
BA,2020-01-08,0
BI,2020-01-08,0
BU,2020-01-08,0
C,2020-01-08,0
CA,2020-01-08,0
CC,2020-01-08,0
CE,2020-01-08,0
CO,2020-01-08,0
CR,2020-01-08,0
CS,2020-01-08,0
CU,2020-01-08,0
GC,2020-01-08,0
GI,2020-01-08,0
GR,2020-01-08,0
GU,2020-01-08,0
H,2020-01-08,0
HU,2020-01-08,0
J,2020-01-08,0
L,2020-01-08,0
LE,2020-01-08,0
LO,2020-01-08,0
LU,2020-01-08,0
M,2020-01-08,0
MA,2020-01-08,0
ME,2020-01-08,0
MU,2020-01-08,0
NA,2020-01-08,0
O,2020-01-08,0
OR,2020-01-08,0
P,2020-01-08,0
PM,2020-01-08,0
PO,2020-01-08,0
S,2020-01-08,0
SA,2020-01-08,0
SE,2020-01-08,0
SG,2020-01-08,0
SO,2020-01-08,0
SS,2020-01-08,0
T,2020-01-08,0
TE,2020-01-08,0
TF,2020-01-08,0
TO,2020-01-08,0
V,2020-01-08,0
VA,2020-01-08,0
VI,2020-01-08,0
Z,2020-01-08,0
ZA,2020-01-08,0
A,2020-01-09,2
AB,2020-01-09,0
AL,2020-01-09,0
AV,2020-01-09,0
B,2020-01-09,0
BA,2020-01-09,0
BI,2020-01-09,0
BU,2020-01-09,0
C,2020-01-09,0
CA,2020-01-09,0
CC,2020-01-09,0
CE,2020-01-09,0
CO,2020-01-09,0
CR,2020-01-09,0
CS,2020-01-09,0
CU,2020-01-09,0
GC,2020-01-09,0
GI,2020-01-09,0
GR,2020-01-09,0
GU,2020-01-09,0
H,2020-01-09,0
HU,2020-01-09,0
J,2020-01-09,0
L,2020-01-09,0
LE,2020-01-09,0
LO,2020-01-09,0
LU,2020-01-09,0
M,2020-01-09,0
MA,2020-01-09,0
ME,2020-01-09,0
MU,2020-01-09,0
NA,2020-01-09,0
O,2020-01-09,0
OR,2020-01-09,0
P,2020-01-09,0
PM,2020-01-09,0
PO,2020-01-09,0
S,2020-01-09,0
SA,2020-01-09,0
SE,2020-01-09,0
SG,2020-01-09,0
SO,2020-01-09,0
SS,2020-01-09,0
T,2020-01-09,0
TE,2020-01-09,0
TF,2020-01-09,0
TO,2020-01-09,0
V,2020-01-09,0
VA,2020-01-09,0
VI,2020-01-09,0
Z,2020-01-09,0
ZA,2020-01-09,0
A,2020-01-10,0
AB,2020-01-10,0
AL,2020-01-10,0
AV,2020-01-10,0
B,2020-01-10,0
BA,2020-01-10,0
BI,2020-01-10,0
BU,2020-01-10,0
C,2020-01-10,0
CA,2020-01-10,0
CC,2020-01-10,0
CE,2020-01-10,0
CO,2020-01-10,0
CR,2020-01-10,0
CS,2020-01-10,0
CU,2020-01-10,0
GC,2020-01-10,0
GI,2020-01-10,0
GR,2020-01-10,0
GU,2020-01-10,0
H,2020-01-10,0
HU,2020-01-10,0
J,2020-01-10,0
L,2020-01-10,0
LE,2020-01-10,0
LO,2020-01-10,0
LU,2020-01-10,0
M,2020-01-10,1
MA,2020-01-10,0
ME,2020-01-10,0
MU,2020-01-10,0
NA,2020-01-10,0
O,2020-01-10,0
OR,2020-01-10,0
P,2020-01-10,0
PM,2020-01-10,0
PO,2020-01-10,0
S,2020-01-10,0
SA,2020-01-10,0
SE,2020-01-10,0
SG,2020-01-10,0
SO,2020-01-10,0
SS,2020-01-10,0
T,2020-01-10,0
TE,2020-01-10,0
TF,2020-01-10,0
TO,2020-01-10,0
V,2020-01-10,0
VA,2020-01-10,0
VI,2020-01-10,0
Z,2020-01-10,0
ZA,2020-01-10,0
A,2020-01-11,0
AB,2020-01-11,0
AL,2020-01-11,0
AV,2020-01-11,0
B,2020-01-11,0
BA,2020-01-11,0
BI,2020-01-11,0
BU,2020-01-11,0
C,2020-01-11,0
CA,2020-01-11,1
CC,2020-01-11,0
CE,2020-01-11,0
CO,2020-01-11,0
CR,2020-01-11,0
CS,2020-01-11,0
CU,2020-01-11,0
GC,2020-01-11,0
GI,2020-01-11,0
GR,2020-01-11,0
GU,2020-01-11,0
H,2020-01-11,0
HU,2020-01-11,0
J,2020-01-11,0
L,2020-01-11,0
LE,2020-01-11,0
LO,2020-01-11,0
LU,2020-01-11,0
M,2020-01-11,1
MA,2020-01-11,0
ME,2020-01-11,0
MU,2020-01-11,0
NA,2020-01-11,0
O,2020-01-11,0
OR,2020-01-11,0
P,2020-01-11,0
PM,2020-01-11,0
PO,2020-01-11,0
S,2020-01-11,0
SA,2020-01-11,0
SE,2020-01-11,0
SG,2020-01-11,0
SO,2020-01-11,0
SS,2020-01-11,0
T,2020-01-11,0
TE,2020-01-11,0
TF,2020-01-11,0
TO,2020-01-11,0
V,2020-01-11,0
VA,2020-01-11,0
VI,2020-01-11,0
Z,2020-01-11,0
ZA,2020-01-11,0
A,2020-01-12,0
AB,2020-01-12,0
AL,2020-01-12,0
AV,2020-01-12,0
B,2020-01-12,0
BA,2020-01-12,0
BI,2020-01-12,0
BU,2020-01-12,0
C,2020-01-12,0
CA,2020-01-12,0
CC,2020-01-12,0
CE,2020-01-12,0
CO,2020-01-12,0
CR,2020-01-12,0
CS,2020-01-12,0
CU,2020-01-12,0
GC,2020-01-12,0
GI,2020-01-12,0
GR,2020-01-12,0
GU,2020-01-12,0
H,2020-01-12,0
HU,2020-01-12,0
J,2020-01-12,0
L,2020-01-12,0
LE,2020-01-12,0
LO,2020-01-12,0
LU,2020-01-12,0
M,2020-01-12,4
MA,2020-01-12,0
ME,2020-01-12,0
MU,2020-01-12,0
NA,2020-01-12,0
O,2020-01-12,0
OR,2020-01-12,0
P,2020-01-12,0
PM,2020-01-12,0
PO,2020-01-12,0
S,2020-01-12,0
SA,2020-01-12,0
SE,2020-01-12,0
SG,2020-01-12,0
SO,2020-01-12,0
SS,2020-01-12,0
T,2020-01-12,0
TE,2020-01-12,0
TF,2020-01-12,0
TO,2020-01-12,0
V,2020-01-12,0
VA,2020-01-12,0
VI,2020-01-12,0
Z,2020-01-12,0
ZA,2020-01-12,0
A,2020-01-13,1
AB,2020-01-13,0
AL,2020-01-13,0
AV,2020-01-13,0
B,2020-01-13,0
BA,2020-01-13,1
BI,2020-01-13,0
BU,2020-01-13,0
C,2020-01-13,0
CA,2020-01-13,0
CC,2020-01-13,0
CE,2020-01-13,0
CO,2020-01-13,0
CR,2020-01-13,0
CS,2020-01-13,0
CU,2020-01-13,0
GC,2020-01-13,0
GI,2020-01-13,0
GR,2020-01-13,0
GU,2020-01-13,0
H,2020-01-13,0
HU,2020-01-13,0
J,2020-01-13,0
L,2020-01-13,0
LE,2020-01-13,0
LO,2020-01-13,0
LU,2020-01-13,0
M,2020-01-13,5
MA,2020-01-13,0
ME,2020-01-13,0
MU,2020-01-13,0
NA,2020-01-13,0
O,2020-01-13,0
OR,2020-01-13,0
P,2020-01-13,0
PM,2020-01-13,0
PO,2020-01-13,0
S,2020-01-13,0
SA,2020-01-13,0
SE,2020-01-13,0
SG,2020-01-13,0
SO,2020-01-13,0
SS,2020-01-13,0
T,2020-01-13,0
TE,2020-01-13,0
TF,2020-01-13,0
TO,2020-01-13,0
V,2020-01-13,0
VA,2020-01-13,0
VI,2020-01-13,0
Z,2020-01-13,0
ZA,2020-01-13,0
A,2020-01-14,0
AB,2020-01-14,0
AL,2020-01-14,0
AV,2020-01-14,0
B,2020-01-14,0
BA,2020-01-14,0
BI,2020-01-14,0
BU,2020-01-14,0
C,2020-01-14,0
CA,2020-01-14,1
CC,2020-01-14,0
CE,2020-01-14,0
CO,2020-01-14,0
CR,2020-01-14,0
CS,2020-01-14,0
CU,2020-01-14,0
GC,2020-01-14,0
GI,2020-01-14,0
GR,2020-01-14,0
GU,2020-01-14,0
H,2020-01-14,0
HU,2020-01-14,0
J,2020-01-14,0
L,2020-01-14,0
LE,2020-01-14,0
LO,2020-01-14,0
LU,2020-01-14,0
M,2020-01-14,0
MA,2020-01-14,0
ME,2020-01-14,0
MU,2020-01-14,0
NA,2020-01-14,0
O,2020-01-14,0
OR,2020-01-14,0
P,2020-01-14,0
PM,2020-01-14,0
PO,2020-01-14,0
S,2020-01-14,0
SA,2020-01-14,0
SE,2020-01-14,0
SG,2020-01-14,0
SO,2020-01-14,0
SS,2020-01-14,0
T,2020-01-14,0
TE,2020-01-14,0
TF,2020-01-14,0
TO,2020-01-14,0
V,2020-01-14,0
VA,2020-01-14,0
VI,2020-01-14,0
Z,2020-01-14,0
ZA,2020-01-14,0
A,2020-01-15,0
AB,2020-01-15,0
AL,2020-01-15,0
AV,2020-01-15,0
B,2020-01-15,0
BA,2020-01-15,0
BI,2020-01-15,0
BU,2020-01-15,0
C,2020-01-15,0
CA,2020-01-15,0
CC,2020-01-15,0
CE,2020-01-15,0
CO,2020-01-15,0
CR,2020-01-15,0
CS,2020-01-15,0
CU,2020-01-15,0
GC,2020-01-15,0
GI,2020-01-15,0
GR,2020-01-15,0
GU,2020-01-15,0
H,2020-01-15,1
HU,2020-01-15,0
J,2020-01-15,0
L,2020-01-15,0
LE,2020-01-15,0
LO,2020-01-15,0
LU,2020-01-15,0
M,2020-01-15,2
MA,2020-01-15,1
ME,2020-01-15,0
MU,2020-01-15,0
NA,2020-01-15,0
O,2020-01-15,0
OR,2020-01-15,0
P,2020-01-15,0
PM,2020-01-15,0
PO,2020-01-15,1
S,2020-01-15,0
SA,2020-01-15,0
SE,2020-01-15,0
SG,2020-01-15,0
SO,2020-01-15,1
SS,2020-01-15,0
T,2020-01-15,0
TE,2020-01-15,0
TF,2020-01-15,0
TO,2020-01-15,0
V,2020-01-15,0
VA,2020-01-15,0
VI,2020-01-15,0
Z,2020-01-15,0
ZA,2020-01-15,0
A,2020-01-16,0
AB,2020-01-16,0
AL,2020-01-16,0
AV,2020-01-16,0
B,2020-01-16,0
BA,2020-01-16,0
BI,2020-01-16,0
BU,2020-01-16,0
C,2020-01-16,0
CA,2020-01-16,0
CC,2020-01-16,0
CE,2020-01-16,0
CO,2020-01-16,0
CR,2020-01-16,0
CS,2020-01-16,0
CU,2020-01-16,0
GC,2020-01-16,0
GI,2020-01-16,0
GR,2020-01-16,0
GU,2020-01-16,0
H,2020-01-16,0
HU,2020-01-16,0
J,2020-01-16,0
L,2020-01-16,0
LE,2020-01-16,0
LO,2020-01-16,0
LU,2020-01-16,0
M,2020-01-16,1
MA,2020-01-16,0
ME,2020-01-16,0
MU,2020-01-16,0
NA,2020-01-16,0
O,2020-01-16,0
OR,2020-01-16,0
P,2020-01-16,0
PM,2020-01-16,0
PO,2020-01-16,0
S,2020-01-16,0
SA,2020-01-16,0
SE,2020-01-16,0
SG,2020-01-16,0
SO,2020-01-16,0
SS,2020-01-16,0
T,2020-01-16,0
TE,2020-01-16,0
TF,2020-01-16,0
TO,2020-01-16,0
V,2020-01-16,0
VA,2020-01-16,0
VI,2020-01-16,0
Z,2020-01-16,0
ZA,2020-01-16,0
A,2020-01-17,0
AB,2020-01-17,0
AL,2020-01-17,0
AV,2020-01-17,0
B,2020-01-17,0
BA,2020-01-17,0
BI,2020-01-17,0
BU,2020-01-17,0
C,2020-01-17,0
CA,2020-01-17,0
CC,2020-01-17,0
CE,2020-01-17,0
CO,2020-01-17,0
CR,2020-01-17,0
CS,2020-01-17,0
CU,2020-01-17,0
GC,2020-01-17,0
GI,2020-01-17,0
GR,2020-01-17,0
GU,2020-01-17,0
H,2020-01-17,0
HU,2020-01-17,0
J,2020-01-17,0
L,2020-01-17,0
LE,2020-01-17,0
LO,2020-01-17,0
LU,2020-01-17,0
M,2020-01-17,2
MA,2020-01-17,0
ME,2020-01-17,0
MU,2020-01-17,0
NA,2020-01-17,0
O,2020-01-17,0
OR,2020-01-17,0
P,2020-01-17,0
PM,2020-01-17,0
PO,2020-01-17,0
S,2020-01-17,0
SA,2020-01-17,0
SE,2020-01-17,0
SG,2020-01-17,0
SO,2020-01-17,0
SS,2020-01-17,0
T,2020-01-17,0
TE,2020-01-17,0
TF,2020-01-17,0
TO,2020-01-17,0
V,2020-01-17,1
VA,2020-01-17,0
VI,2020-01-17,0
Z,2020-01-17,0
ZA,2020-01-17,0
A,2020-01-18,0
AB,2020-01-18,0
AL,2020-01-18,0
AV,2020-01-18,0
B,2020-01-18,0
BA,2020-01-18,0
BI,2020-01-18,0
BU,2020-01-18,0
C,2020-01-18,0
CA,2020-01-18,0
CC,2020-01-18,0
CE,2020-01-18,0
CO,2020-01-18,0
CR,2020-01-18,0
CS,2020-01-18,0
CU,2020-01-18,0
GC,2020-01-18,0
GI,2020-01-18,0
GR,2020-01-18,0
GU,2020-01-18,0
H,2020-01-18,0
HU,2020-01-18,0
J,2020-01-18,0
L,2020-01-18,0
LE,2020-01-18,0
LO,2020-01-18,0
LU,2020-01-18,0
M,2020-01-18,3
MA,2020-01-18,0
ME,2020-01-18,0
MU,2020-01-18,0
NA,2020-01-18,0
O,2020-01-18,0
OR,2020-01-18,0
P,2020-01-18,0
PM,2020-01-18,0
PO,2020-01-18,0
S,2020-01-18,0
SA,2020-01-18,0
SE,2020-01-18,0
SG,2020-01-18,0
SO,2020-01-18,0
SS,2020-01-18,0
T,2020-01-18,0
TE,2020-01-18,0
TF,2020-01-18,0
TO,2020-01-18,0
V,2020-01-18,0
VA,2020-01-18,0
VI,2020-01-18,0
Z,2020-01-18,0
ZA,2020-01-18,0
A,2020-01-19,0
AB,2020-01-19,0
AL,2020-01-19,0
AV,2020-01-19,0
B,2020-01-19,0
BA,2020-01-19,0
BI,2020-01-19,0
BU,2020-01-19,0
C,2020-01-19,0
CA,2020-01-19,0
CC,2020-01-19,0
CE,2020-01-19,0
CO,2020-01-19,0
CR,2020-01-19,0
CS,2020-01-19,0
CU,2020-01-19,0
GC,2020-01-19,0
GI,2020-01-19,1
GR,2020-01-19,0
GU,2020-01-19,0
H,2020-01-19,0
HU,2020-01-19,0
J,2020-01-19,0
L,2020-01-19,1
LE,2020-01-19,0
LO,2020-01-19,0
LU,2020-01-19,0
M,2020-01-19,0
MA,2020-01-19,0
ME,2020-01-19,0
MU,2020-01-19,0
NA,2020-01-19,0
O,2020-01-19,0
OR,2020-01-19,0
P,2020-01-19,0
PM,2020-01-19,0
PO,2020-01-19,0
S,2020-01-19,0
SA,2020-01-19,0
SE,2020-01-19,0
SG,2020-01-19,0
SO,2020-01-19,0
SS,2020-01-19,0
T,2020-01-19,0
TE,2020-01-19,0
TF,2020-01-19,0
TO,2020-01-19,0
V,2020-01-19,0
VA,2020-01-19,0
VI,2020-01-19,0
Z,2020-01-19,0
ZA,2020-01-19,0
A,2020-01-20,1
AB,2020-01-20,0
AL,2020-01-20,0
AV,2020-01-20,0
B,2020-01-20,0
BA,2020-01-20,0
BI,2020-01-20,0
BU,2020-01-20,0
C,2020-01-20,0
CA,2020-01-20,0
CC,2020-01-20,1
CE,2020-01-20,0
CO,2020-01-20,0
CR,2020-01-20,0
CS,2020-01-20,0
CU,2020-01-20,0
GC,2020-01-20,0
GI,2020-01-20,0
GR,2020-01-20,0
GU,2020-01-20,0
H,2020-01-20,0
HU,2020-01-20,0
J,2020-01-20,0
L,2020-01-20,0
LE,2020-01-20,0
LO,2020-01-20,0
LU,2020-01-20,0
M,2020-01-20,3
MA,2020-01-20,0
ME,2020-01-20,0
MU,2020-01-20,0
NA,2020-01-20,0
O,2020-01-20,0
OR,2020-01-20,0
P,2020-01-20,0
PM,2020-01-20,0
PO,2020-01-20,0
S,2020-01-20,0
SA,2020-01-20,0
SE,2020-01-20,0
SG,2020-01-20,1
SO,2020-01-20,0
SS,2020-01-20,0
T,2020-01-20,0
TE,2020-01-20,0
TF,2020-01-20,0
TO,2020-01-20,0
V,2020-01-20,0
VA,2020-01-20,0
VI,2020-01-20,0
Z,2020-01-20,0
ZA,2020-01-20,0
A,2020-01-21,1
AB,2020-01-21,0
AL,2020-01-21,0
AV,2020-01-21,0
B,2020-01-21,0
BA,2020-01-21,0
BI,2020-01-21,0
BU,2020-01-21,0
C,2020-01-21,0
CA,2020-01-21,0
CC,2020-01-21,0
CE,2020-01-21,0
CO,2020-01-21,0
CR,2020-01-21,0
CS,2020-01-21,0
CU,2020-01-21,0
GC,2020-01-21,0
GI,2020-01-21,0
GR,2020-01-21,0
GU,2020-01-21,0
H,2020-01-21,0
HU,2020-01-21,0
J,2020-01-21,0
L,2020-01-21,0
LE,2020-01-21,0
LO,2020-01-21,1
LU,2020-01-21,0
M,2020-01-21,0
MA,2020-01-21,0
ME,2020-01-21,0
MU,2020-01-21,0
NA,2020-01-21,0
O,2020-01-21,0
OR,2020-01-21,0
P,2020-01-21,0
PM,2020-01-21,0
PO,2020-01-21,0
S,2020-01-21,0
SA,2020-01-21,0
SE,2020-01-21,0
SG,2020-01-21,0
SO,2020-01-21,0
SS,2020-01-21,0
T,2020-01-21,0
TE,2020-01-21,0
TF,2020-01-21,0
TO,2020-01-21,0
V,2020-01-21,0
VA,2020-01-21,0
VI,2020-01-21,0
Z,2020-01-21,0
ZA,2020-01-21,0
A,2020-01-22,0
AB,2020-01-22,0
AL,2020-01-22,0
AV,2020-01-22,0
B,2020-01-22,0
BA,2020-01-22,0
BI,2020-01-22,1
BU,2020-01-22,0
C,2020-01-22,0
CA,2020-01-22,0
CC,2020-01-22,0
CE,2020-01-22,0
CO,2020-01-22,0
CR,2020-01-22,0
CS,2020-01-22,0
CU,2020-01-22,0
GC,2020-01-22,0
GI,2020-01-22,0
GR,2020-01-22,0
GU,2020-01-22,0
H,2020-01-22,0
HU,2020-01-22,0
J,2020-01-22,0
L,2020-01-22,0
LE,2020-01-22,0
LO,2020-01-22,0
LU,2020-01-22,0
M,2020-01-22,0
MA,2020-01-22,0
ME,2020-01-22,0
MU,2020-01-22,0
NA,2020-01-22,0
O,2020-01-22,0
OR,2020-01-22,0
P,2020-01-22,0
PM,2020-01-22,0
PO,2020-01-22,0
S,2020-01-22,0
SA,2020-01-22,0
SE,2020-01-22,0
SG,2020-01-22,0
SO,2020-01-22,0
SS,2020-01-22,0
T,2020-01-22,0
TE,2020-01-22,0
TF,2020-01-22,0
TO,2020-01-22,0
V,2020-01-22,0
VA,2020-01-22,0
VI,2020-01-22,0
Z,2020-01-22,0
ZA,2020-01-22,0
A,2020-01-23,0
AB,2020-01-23,0
AL,2020-01-23,0
AV,2020-01-23,0
B,2020-01-23,1
BA,2020-01-23,0
BI,2020-01-23,0
BU,2020-01-23,0
C,2020-01-23,0
CA,2020-01-23,0
CC,2020-01-23,0
CE,2020-01-23,0
CO,2020-01-23,0
CR,2020-01-23,0
CS,2020-01-23,0
CU,2020-01-23,0
GC,2020-01-23,0
GI,2020-01-23,0
GR,2020-01-23,0
GU,2020-01-23,0
H,2020-01-23,0
HU,2020-01-23,0
J,2020-01-23,0
L,2020-01-23,0
LE,2020-01-23,0
LO,2020-01-23,0
LU,2020-01-23,0
M,2020-01-23,2
MA,2020-01-23,0
ME,2020-01-23,0
MU,2020-01-23,0
NA,2020-01-23,0
O,2020-01-23,0
OR,2020-01-23,0
P,2020-01-23,0
PM,2020-01-23,0
PO,2020-01-23,0
S,2020-01-23,0
SA,2020-01-23,0
SE,2020-01-23,0
SG,2020-01-23,0
SO,2020-01-23,0
SS,2020-01-23,0
T,2020-01-23,0
TE,2020-01-23,0
TF,2020-01-23,0
TO,2020-01-23,0
V,2020-01-23,0
VA,2020-01-23,0
VI,2020-01-23,0
Z,2020-01-23,0
ZA,2020-01-23,0
A,2020-01-24,0
AB,2020-01-24,0
AL,2020-01-24,0
AV,2020-01-24,0
B,2020-01-24,0
BA,2020-01-24,0
BI,2020-01-24,0
BU,2020-01-24,0
C,2020-01-24,0
CA,2020-01-24,0
CC,2020-01-24,0
CE,2020-01-24,0
CO,2020-01-24,0
CR,2020-01-24,0
CS,2020-01-24,0
CU,2020-01-24,0
GC,2020-01-24,0
GI,2020-01-24,0
GR,2020-01-24,0
GU,2020-01-24,0
H,2020-01-24,0
HU,2020-01-24,0
J,2020-01-24,0
L,2020-01-24,0
LE,2020-01-24,0
LO,2020-01-24,0
LU,2020-01-24,0
M,2020-01-24,2
MA,2020-01-24,1
ME,2020-01-24,0
MU,2020-01-24,0
NA,2020-01-24,0
O,2020-01-24,0
OR,2020-01-24,0
P,2020-01-24,0
PM,2020-01-24,0
PO,2020-01-24,0
S,2020-01-24,0
SA,2020-01-24,0
SE,2020-01-24,0
SG,2020-01-24,0
SO,2020-01-24,0
SS,2020-01-24,0
T,2020-01-24,0
TE,2020-01-24,0
TF,2020-01-24,0
TO,2020-01-24,0
V,2020-01-24,0
VA,2020-01-24,0
VI,2020-01-24,0
Z,2020-01-24,0
ZA,2020-01-24,0
A,2020-01-25,0
AB,2020-01-25,0
AL,2020-01-25,0
AV,2020-01-25,0
B,2020-01-25,0
BA,2020-01-25,0
BI,2020-01-25,0
BU,2020-01-25,0
C,2020-01-25,0
CA,2020-01-25,0
CC,2020-01-25,0
CE,2020-01-25,0
CO,2020-01-25,0
CR,2020-01-25,0
CS,2020-01-25,0
CU,2020-01-25,0
GC,2020-01-25,0
GI,2020-01-25,0
GR,2020-01-25,1
GU,2020-01-25,0
H,2020-01-25,0
HU,2020-01-25,0
J,2020-01-25,0
L,2020-01-25,0
LE,2020-01-25,0
LO,2020-01-25,0
LU,2020-01-25,0
M,2020-01-25,1
MA,2020-01-25,0
ME,2020-01-25,0
MU,2020-01-25,0
NA,2020-01-25,0
O,2020-01-25,0
OR,2020-01-25,0
P,2020-01-25,0
PM,2020-01-25,0
PO,2020-01-25,0
S,2020-01-25,0
SA,2020-01-25,0
SE,2020-01-25,0
SG,2020-01-25,0
SO,2020-01-25,0
SS,2020-01-25,0
T,2020-01-25,0
TE,2020-01-25,0
TF,2020-01-25,0
TO,2020-01-25,0
V,2020-01-25,0
VA,2020-01-25,0
VI,2020-01-25,0
Z,2020-01-25,0
ZA,2020-01-25,0
A,2020-01-26,1
AB,2020-01-26,0
AL,2020-01-26,0
AV,2020-01-26,0
B,2020-01-26,0
BA,2020-01-26,0
BI,2020-01-26,0
BU,2020-01-26,0
C,2020-01-26,0
CA,2020-01-26,0
CC,2020-01-26,0
CE,2020-01-26,0
CO,2020-01-26,0
CR,2020-01-26,0
CS,2020-01-26,0
CU,2020-01-26,0
GC,2020-01-26,0
GI,2020-01-26,0
GR,2020-01-26,0
GU,2020-01-26,0
H,2020-01-26,0
HU,2020-01-26,0
J,2020-01-26,0
L,2020-01-26,0
LE,2020-01-26,0
LO,2020-01-26,0
LU,2020-01-26,0
M,2020-01-26,1
MA,2020-01-26,1
ME,2020-01-26,0
MU,2020-01-26,0
NA,2020-01-26,0
O,2020-01-26,0
OR,2020-01-26,0
P,2020-01-26,0
PM,2020-01-26,0
PO,2020-01-26,0
S,2020-01-26,0
SA,2020-01-26,0
SE,2020-01-26,0
SG,2020-01-26,0
SO,2020-01-26,0
SS,2020-01-26,0
T,2020-01-26,0
TE,2020-01-26,0
TF,2020-01-26,0
TO,2020-01-26,0
V,2020-01-26,0
VA,2020-01-26,0
VI,2020-01-26,0
Z,2020-01-26,0
ZA,2020-01-26,0
A,2020-01-27,0
